N,P,K,temperature,humidity,ph,rainfall,label
92.71,38.06,35.71,26.39,57.34,7.13,83.97,cotton
12.03,78.68,20.36,25.39,23.55,7.35,66.79,lentil
75.84,8.94,56.5,29.54,77.24,6.25,52.39,watermelon
35.58,60.52,200.73,20.6,72.12,6.01,95.54,grapes
18.03,17.21,36.0,27.83,91.79,6.81,225.08,coconut
129.0,43.17,39.85,32.08,47.11,7.62,91.15,cotton
103.25,38.6,33.55,13.43,50.17,6.41,79.12,wheat
56.69,63.08,92.46,19.85,14.41,7.32,69.69,chickpea
33.7,107.64,199.03,16.95,87.11,5.53,111.63,apple
63.36,45.79,38.01,29.03,82.7,6.08,177.26,jute
27.12,61.74,21.57,33.3,56.04,5.4,59.84,mothbeans
21.98,89.2,209.45,18.7,68.18,6.37,94.59,grapes
110.11,44.71,48.41,24.77,53.85,6.06,76.73,wheat
18.52,38.68,43.54,24.64,59.64,5.52,88.86,mango
69.67,58.75,37.65,30.27,61.24,6.43,60.53,millet
65.36,41.83,21.26,28.94,63.84,6.29,58.46,millet
80.92,26.0,50.62,33.7,80.14,7.01,190.0,sugarcane
111.59,54.46,21.68,27.16,51.19,6.81,89.55,cotton
27.14,58.55,24.48,18.49,24.52,6.02,82.69,kidneybeans
121.49,23.72,52.6,24.38,70.02,7.41,140.77,sugarcane
21.26,63.33,17.45,21.98,24.64,5.61,57.68,lentil
119.68,78.25,46.83,29.68,90.45,5.66,174.57,banana
103.1,34.64,38.9,29.69,84.48,6.31,262.2,rice
34.68,109.42,196.31,23.35,93.74,6.45,161.56,apple
19.29,9.83,8.74,30.42,90.73,6.99,98.05,orange
22.1,89.21,89.5,20.93,19.82,7.44,76.16,chickpea
52.64,30.94,45.59,28.28,44.66,6.75,62.92,millet
60.65,57.42,45.04,33.41,87.48,6.97,195.6,jute
109.83,46.44,56.92,27.44,81.87,5.89,187.09,rice
74.32,40.99,52.96,26.56,83.39,6.37,228.0,jute
56.28,53.57,47.14,25.23,84.87,6.64,147.66,papaya
14.68,14.68,8.59,21.24,92.64,7.03,109.31,orange
25.41,42.91,16.29,32.8,40.45,3.61,37.72,mothbeans
20.94,65.78,22.56,15.31,20.33,5.91,97.62,kidneybeans
98.09,49.67,22.74,15.22,50.0,6.84,110.04,wheat
